period,source item,cost,source
2019-02,DNA,1150,Swisscom
2019-03,PYTHIA,304,Swisscom
2019-09,SISLAB,1936,Swisscom
2019-01,DSW,544,Swisscom
2019-06,DSC,1642,Group Technology Management
2019-02,DOCPROXY,170,Group Technology Management
2019-09,SISLAB,710,Group Technology Management
2019-08,INSIGHTSRE,170,Group Technology Management
2019-03,SISLAB,170,Group Technology Management
2019-01,VISREPBOXI,0,Group Technology Management
2019-05,DOCPROXY,187,Group Technology Management
2019-09,SISLAB,0,Azure
2019-05,SISLAB,14,Azure
2019-05,GEORE1,21,Azure
2019-01,SISLAB,0,Azure
2018-04,INSIGHTSRE,5240,Utilization
2018-06,INSIGHTSRE,5240,Utilization
2017-07,DOCSEARCH,5434,Utilization
2018-08,INSIGHTSRE,5012,Utilization
2019-04,DATAROBOT,447,Swisscom
2019-09,OCR,357,Swisscom
2019-01,DSW,28,Swisscom
2019-09,DATAROBOT,0,Swisscom
2019-01,SAMS,1,Swisscom
2019-03,PYTHIA,1,Swisscom
2019-04,DSW,79,Swisscom
2019-07,DSW,1877,Swisscom
2019-02,DATAROBOT,498,Swisscom
2019-03,INSIGHTSRE,4004,Swisscom
2019-06,SISLAB,0,Azure
2019-02,SISLAB,1,Azure
2019-08,SISLAB,0,Azure
2019-08,PYTHIA,0,Azure
2019-04,SISLAB,710,Group Technology Management
2019-05,INSIGHTSRE,170,Group Technology Management
2019-04,TMA,170,Group Technology Management
2018-03,DOCSEARCH,25924,Utilization
2017-08,DOCSEARCH,12560,Utilization
2019-08,DSW,2933,Utilization
2017-08,DNA,8212,Utilization
2019-04,INSIGHTSRE,6682,Utilization
2019-01,TMA,5277,Utilization
2019-03,PYTHIA,1349,Group Technology Management
2019-01,DSC,1232,Group Technology Management
2019-06,GEORE1,170,Group Technology Management
2019-06,OCR,170,Group Technology Management
2019-08,OCR,170,Group Technology Management
2019-02,SISLAB,170,Group Technology Management
2019-07,SAMS,550,Group Technology Management
2019-02,TMA,155,Group Technology Management
2019-08,PYTHIA,1016,Group Technology Management
2019-07,SISLAB,0,Azure
2019-01,SISLAB,0,Azure
2019-04,SISLAB,38,Azure
2019-07,PYTHIA,80,Swisscom
2019-05,PYTHIA,1180,Swisscom
2019-02,GEORE1,1,Azure
2019-05,SISLAB,52,Azure
2019-05,SISLAB,40,Azure
2019-03,SISLAB,0,Azure
2019-05,DOCSEARCH,1633,Group Technology Management
2019-01,INSIGHTSRE,45,Group Technology Management
2019-08,SISLAB,212,Swisscom
2019-03,TMA,752,Swisscom
2019-06,DSW,1460,Swisscom
2019-02,PYTHIA,2,Swisscom
2019-02,DSW,29,Swisscom
2019-04,INSIGHTSRE,30,Swisscom
2017-07,TMA,34136,Utilization
2019-02,INSIGHTSRE,13624,Utilization
2017-02,DNA,0,Utilization
2017-10,DOCSEARCH,817,Utilization
2017-08,DOCSEARCH,2174,Utilization
2018-05,TMA,41221,Utilization
2018-03,DSW,18673,Utilization
2019-01,TMA,26568,Utilization
2018-05,INSIGHTSRE,5012,Utilization
2019-09,SISLAB,0,Swisscom
2019-04,INSIGHTSRE,36,Swisscom
2019-05,INSIGHTSRE,27,Swisscom
2019-09,INSIGHTSRE,2630,Swisscom
2019-03,DOCSEARCH,170,Group Technology Management
2019-01,DOCSEARCH,170,Group Technology Management
2019-05,SAMS,170,Group Technology Management
2019-02,SISLAB,0,Azure
2019-04,GEORE1,290,Azure
2019-07,GEORE1,4,Azure
2019-03,SISLAB,0,Azure
2019-03,SISLAB,170,Group Technology Management
2019-06,SISLAB,170,Group Technology Management
2019-06,TMA,170,Group Technology Management
2019-03,SFILE,170,Group Technology Management
2019-09,PYTHIA,188,Group Technology Management
2019-02,DNA,265,Group Technology Management
2019-06,DSC,1,Group Technology Management
2019-06,INSIGHTSRE,773,Swisscom
2019-02,DSW,427,Swisscom
2019-07,TMA,80,Swisscom
2019-06,SISLAB,0,Azure
2019-01,GEORE1,0,Azure
2019-01,SISLAB,15,Azure
2018-05,PYTHIA,4888,Utilization
2019-04,INSIGHTSRE,978,Utilization
2017-10,SAMS,644,Utilization
2019-01,SAMS,41,Utilization
2019-04,OCR,170,Group Technology Management
2019-07,DOCSEARCH,170,Group Technology Management
2019-05,OCR,277,Group Technology Management
2019-08,PYTHIA,170,Group Technology Management
2019-06,PYTHIA,170,Group Technology Management
2019-09,SISLAB,170,Group Technology Management
2019-08,INSIGHTSRE,12349,Group Technology Management
2018-10,DSW,4399,Utilization
2018-12,DSW,2444,Utilization
2018-04,TMA,2639,Utilization
2019-09,SISLAB,1,Azure
2019-04,GEORE1,0,Azure
2019-01,GEORE1,0,Azure
2019-04,GEORE1,1,Azure
2019-02,TMA,601,Swisscom
2019-01,PYTHIA,839,Swisscom
2019-04,PYTHIA,34,Swisscom
2019-02,SAMS,61,Swisscom
2019-09,TMA,44,Swisscom
2019-03,DATAROBOT,551,Swisscom
2019-01,SAMS,3,Swisscom
2019-02,TMA,184,Swisscom
2019-06,DSW,1778,Swisscom
2017-04,DOCSEARCH,817,Utilization
2019-05,DNA,1671,Utilization
2019-04,DOCSEARCH,1191,Group Technology Management
2019-07,PYTHIA,710,Group Technology Management
2019-08,TMA,170,Group Technology Management
2019-05,SISLAB,170,Group Technology Management
2019-03,TMA,1871,Group Technology Management
2019-02,DATAROBOT,2564,Group Technology Management
2019-07,SISLAB,0,Azure
2019-09,GEORE1,0,Azure
2019-02,INSIGHTSRE,4000,Swisscom
2019-05,TMA,255,Swisscom
2019-07,SISLAB,5,Azure
2019-06,GEORE1,0,Azure
2019-05,SISLAB,58,Azure
2019-06,SISLAB,0,Azure
2019-05,OCR,409,Utilization
2019-03,TMA,293,Group Technology Management
2019-01,SISLAB,710,Group Technology Management
2019-06,INSIGHTSRE,170,Group Technology Management
2019-02,TMA,170,Group Technology Management
2019-07,DNA,170,Group Technology Management
2019-04,INSIGHTSRE,170,Group Technology Management
2019-03,SISLAB,170,Group Technology Management
2019-02,SAMS,550,Group Technology Management
2019-09,PYTHIA,1,Azure
2019-06,SISLAB,22,Azure
2019-09,SISLAB,3,Azure
2019-04,TMA,1339,Group Technology Management
2019-08,TMA,917,Group Technology Management
2019-03,LHTI,55,Group Technology Management
2019-01,SISLAB,170,Group Technology Management
2019-04,OCR,170,Group Technology Management
2019-03,INSIGHTSRE,170,Group Technology Management
2019-06,INSIGHTSRE,12636,Group Technology Management
2019-04,TMA,8279,Swisscom
2019-01,SAMS,19,Swisscom
2019-08,DSW,5,Swisscom
2019-01,DSW,883,Swisscom
2019-03,DATAROBOT,525,Swisscom
2019-02,SAMS,16,Swisscom
2018-04,DOCSEARCH,0,Utilization
2019-01,OCR,409,Utilization
2018-05,TMA,0,Utilization
2019-07,LHTI,293,Swisscom
2019-09,PYTHIA,29,Swisscom
2019-06,DATAROBOT,455,Swisscom
2019-06,TMA,0,Swisscom
2019-01,TMA,2,Swisscom
2017-09,TMA,2861,Utilization
2019-06,SAMS,41,Utilization
2019-07,PYTHIA,0,Azure
2019-02,SISLAB,1,Azure
2019-05,SISLAB,0,Azure
2019-07,SISLAB,0,Azure
2019-04,GEORE1,0,Azure
2019-01,SISLAB,0,Azure
2019-06,SISLAB,0,Azure
2019-07,PYTHIA,0,Azure
2019-08,TMA,170,Group Technology Management
2019-06,SFILE,24,Group Technology Management
2019-08,PYTHIA,170,Group Technology Management
2019-03,GEORE1,0,Azure
2019-06,SISLAB,0,Azure
2019-08,SISLAB,145,Azure
2019-07,GEORE1,0,Azure
2019-07,SISLAB,2,Azure
2019-04,TMA,170,Group Technology Management
2019-03,DNA,170,Group Technology Management
2017-11,TMA,4087,Utilization
2017-08,TMA,2044,Utilization
2018-04,INSIGHTSRE,5012,Utilization
2019-08,DNA,1671,Utilization
2019-09,DSW,1290,Swisscom
2019-06,PYTHIA,283,Swisscom
2019-06,SAMS,22,Swisscom
2019-06,SISLAB,2138,Swisscom
2019-03,PYTHIA,1047,Swisscom
2019-07,DSW,1873,Swisscom
2019-01,DSW,479,Swisscom
2019-03,DOCSEARCH,18356,Utilization
2017-09,DNA,10466,Utilization
2019-04,DSW,2096,Utilization
2017-01,DSW,1671,Utilization
2017-05,SAMS,805,Utilization
2019-09,SISLAB,0,Azure
2019-02,SISLAB,28,Azure
2019-01,SISLAB,0,Azure
2019-02,PYTHIA,668,Swisscom
2019-03,DATAROBOT,15,Swisscom
2019-02,INSIGHTSRE,9,Swisscom
2019-03,INSIGHTSRE,712,Group Technology Management
2019-01,DSW,170,Group Technology Management
2019-04,SISLAB,0,Azure
2019-01,SISLAB,96,Azure
2018-08,INSIGHTSRE,36571,Utilization
2019-05,PYTHIA,170,Group Technology Management
2019-01,DOCSEARCH,615,Group Technology Management
2019-08,PYTHIA,13,Group Technology Management
2019-01,BCHART,55,Swisscom
2019-04,SAMS,22,Swisscom
2019-01,DSW,3168,Swisscom
2019-02,DSC,3176,Swisscom
2019-05,DATAROBOT,652,Swisscom
2019-04,TMA,38,Swisscom
2019-09,TMA,92,Swisscom
2019-03,SISLAB,1,Azure
2019-09,PYTHIA,4,Azure
2019-09,PYTHIA,0,Azure
2019-02,SISLAB,4,Azure
2019-08,DOCSEARCH,630,Group Technology Management
2019-08,WATSONEXP,170,Group Technology Management
2017-03,TMA,28823,Utilization
2019-04,DOCSEARCH,18517,Utilization
2019-04,DNA,1671,Utilization
2019-03,INSIGHTSRE,4831,Swisscom
2019-06,DSW,6,Swisscom
2019-08,SISLAB,2502,Swisscom
2019-09,DSC,1181,Swisscom
2019-05,PYTHIA,200,Swisscom
2019-02,INSIGHTSRE,7,Swisscom
2019-01,TMA,17,Swisscom
2019-02,DATAROBOT,1035,Swisscom
2019-01,SAMS,15,Swisscom
2019-06,SISLAB,16,Swisscom
2019-04,SISLAB,14,Swisscom
2019-01,DSW,5431,Swisscom
2019-03,TMA,48,Swisscom
2019-03,SISLAB,0,Azure
2019-04,GEORE1,0,Azure
2019-02,SISLAB,58,Azure
2019-04,GEORE1,0,Azure
2019-05,SISLAB,0,Azure
2019-08,SISLAB,0,Azure
2017-02,DSW,1671,Utilization
2019-06,DOCPROXY,170,Group Technology Management
2019-08,DSW,170,Group Technology Management
2019-05,PYTHIA,13,Group Technology Management
2019-04,SISLAB,0,Azure
2019-05,SISLAB,0,Azure
2019-01,SISLAB,21,Azure
2019-08,TMA,1,Azure
2018-01,DNA,835,Utilization
2019-04,DATAROBOT,411,Group Technology Management
2019-01,DOCSEARCH,170,Group Technology Management
2019-09,PYTHIA,170,Group Technology Management
2019-05,PYTHIA,170,Group Technology Management
2019-05,SISLAB,170,Group Technology Management
2019-03,DSW,4564,Swisscom
2019-06,DSW,11054,Swisscom
2019-04,SAMS,18,Swisscom
2019-03,INSIGHTSRE,393,Swisscom
2019-08,TMA,168,Azure
2019-09,SISLAB,0,Azure
2019-03,SISLAB,0,Azure
2019-09,SISLAB,0,Azure
2017-02,DNA,23088,Utilization
2018-08,DSW,0,Utilization
2017-12,DSW,0,Utilization
2019-01,INSIGHTSRE,2170,Group Technology Management
2019-04,INSIGHTSRE,170,Group Technology Management
2019-04,TMA,39,Group Technology Management
2019-03,LHTI,170,Group Technology Management
2019-01,DOCSEARCH,170,Group Technology Management
2019-02,PYTHIA,71,Swisscom
2019-06,DSW,34,Swisscom
2019-05,INSIGHTSRE,43,Swisscom
2019-01,TMA,16,Swisscom
2019-07,TMA,32204,Utilization
2018-06,PYTHIA,10384,Utilization
2017-12,OCR,10788,Utilization
2017-11,TMA,3958,Utilization
2018-07,DNA,1932,Utilization
2019-06,INSIGHTSRE,778,Group Technology Management
2019-09,INSIGHTSRE,170,Group Technology Management
2019-07,TMA,170,Group Technology Management
2019-05,DOCPROXY,170,Group Technology Management
2019-07,TMA,170,Group Technology Management
2019-04,SISLAB,14,Azure
2019-08,SISLAB,0,Azure
2019-06,SISLAB,22,Azure
2019-03,SAMS,1,Swisscom
2019-08,PYTHIA,1061,Swisscom
2019-02,DSW,1672,Swisscom
2017-05,TMA,40255,Utilization
2017-03,DOCSEARCH,23187,Utilization
2019-01,DSW,3910,Utilization
2018-11,TMA,5277,Utilization
2018-07,DSW,3341,Utilization
2019-01,PYTHIA,203,Swisscom
2019-08,PYTHIA,134,Swisscom
2019-06,INSIGHTSRE,38,Swisscom
2019-06,DSW,1048,Swisscom
2019-01,TMA,6,Swisscom
2019-05,TMA,204,Swisscom
2019-08,GEORE1,14,Azure
2019-08,SAMS,550,Group Technology Management
2019-01,INSIGHTSRE,170,Group Technology Management
2019-05,PYTHIA,710,Group Technology Management
2019-09,SAMS,170,Group Technology Management
2019-06,TMA,170,Group Technology Management
2019-05,DATAROBOT,170,Group Technology Management
2018-12,TMA,22382,Utilization
2017-12,TMA,4087,Utilization
2017-05,DOCSEARCH,817,Utilization
2018-01,DSW,0,Utilization
2019-08,DOCSEARCH,550,Group Technology Management
2019-08,GEORE1,170,Group Technology Management
2019-03,INSIGHTSRE,5650,Swisscom
2019-01,DSC,2466,Swisscom
2019-03,DSW,1851,Swisscom
2019-01,SAMS,14,Swisscom
2019-09,GEORE1,0,Azure
2019-04,GEORE1,0,Azure
2019-07,SISLAB,53,Azure
2019-07,SISLAB,0,Azure
2019-01,SISLAB,0,Azure
2019-07,SISLAB,0,Azure
2019-08,PYTHIA,0,Azure
2019-09,SISLAB,6,Azure
2019-07,PYTHIA,0,Azure
2019-06,DSC,3404,Swisscom
2019-05,DSC,6,Swisscom
2019-07,TMA,917,Group Technology Management
2019-03,DNA,170,Group Technology Management
2019-03,DOCPROXY,170,Group Technology Management
2019-05,OCR,170,Group Technology Management
2019-02,TMA,170,Group Technology Management
2019-05,SISLAB,9454,Group Technology Management
2018-11,OCR,8694,Utilization
2018-04,DNA,1127,Utilization
2019-03,GEORE1,0,Azure
2019-01,SISLAB,0,Azure
2019-04,SISLAB,11,Azure
2019-08,SISLAB,56,Azure
2019-06,SISLAB,2,Azure
2019-07,SISLAB,17,Azure
2019-04,OCR,187,Group Technology Management
2019-07,TMA,170,Group Technology Management
2019-08,TMA,123,Swisscom
2019-09,PYTHIA,15,Swisscom
2019-09,SISLAB,2,Swisscom
2019-01,TMA,6,Swisscom
2019-04,GEORE1,0,Azure
2019-02,SISLAB,4,Azure
2019-03,GEORE1,54,Azure
2019-03,SISLAB,0,Azure
2019-07,SISLAB,22,Azure
2019-05,DSW,3910,Utilization
2019-06,DSW,3910,Utilization
2018-07,DSW,0,Utilization
2019-03,PYTHIA,199,Swisscom
2019-05,LHTI,170,Group Technology Management
2019-07,SISLAB,18845,Group Technology Management
2019-02,SISLAB,27,Group Technology Management
2019-06,DOCSEARCH,630,Group Technology Management
2019-08,TMA,47,Group Technology Management
2019-01,TMA,917,Group Technology Management
2019-02,GEORE1,47,Azure
2019-05,GEORE1,51,Azure
2019-01,GEORE1,3,Azure
2019-09,GEORE1,0,Azure
2019-02,SISLAB,15,Swisscom
2019-08,INSIGHTSRE,1286,Swisscom
2019-09,DATAROBOT,547,Swisscom
2019-05,SISLAB,2215,Swisscom
2019-07,DSW,1779,Swisscom
2017-07,OCR,409,Utilization
2018-09,DSW,719,Utilization
2019-02,SISLAB,5395,Group Technology Management
2019-07,SAMS,61,Group Technology Management
2019-03,DOCSEARCH,3396,Group Technology Management
2019-02,DOCPROXY,2547,Group Technology Management
2019-03,SISLAB,1,Azure
2019-01,GEORE1,37,Azure
2019-03,GEORE1,0,Azure
2019-06,GEORE1,0,Azure
2019-08,GEORE1,78,Azure
2017-01,SAMS,2415,Utilization
2018-03,DSW,0,Utilization
2019-09,LHTI,105,Swisscom
2019-01,DSW,40,Swisscom
2019-01,DSW,701,Swisscom
2018-04,DSW,18377,Utilization
2017-04,DNA,0,Utilization
2018-05,DSW,8860,Utilization
2017-07,DSW,2444,Utilization
2017-03,DOCSEARCH,817,Utilization
2019-07,TMA,2639,Utilization
2018-02,DSW,409,Utilization
2019-02,DSW,835,Utilization
2019-02,TMA,5,Swisscom
2019-08,SISLAB,0,Swisscom
2019-06,DATAROBOT,1572,Swisscom
2019-07,DSW,1083,Swisscom
2019-03,PYTHIA,6,Swisscom
2019-06,SISLAB,40,Azure
2019-09,SISLAB,170,Group Technology Management
2019-02,SISLAB,170,Group Technology Management
2019-03,TMA,170,Group Technology Management
2019-08,SAMS,170,Group Technology Management
2019-07,SISLAB,10298,Group Technology Management
2019-02,SISLAB,14,Swisscom
2019-01,PYTHIA,54,Swisscom
2019-04,SISLAB,15,Swisscom
2019-02,DSW,17,Swisscom
2019-05,TMA,469,Group Technology Management
2019-04,INSIGHTSRE,3695,Group Technology Management
2019-01,DOCSEARCH,170,Group Technology Management
2019-08,SFILE,710,Group Technology Management
2019-05,OCR,911,Group Technology Management
2019-09,PYTHIA,392,Group Technology Management
2019-03,TMA,917,Group Technology Management
2019-04,OCR,911,Group Technology Management
2017-01,DNA,31059,Utilization
2018-03,OCR,1226,Utilization
2017-09,DOCSEARCH,817,Utilization
2018-10,PYTHIA,489,Utilization
2019-08,SISLAB,0,Azure
2019-07,GEORE1,0,Azure
2019-09,TMA,0,Azure
2019-09,TMA,0,Azure
2018-04,INSIGHTSRE,15053,Utilization
2019-01,TMA,6692,Utilization
2017-12,DSW,3355,Utilization
2017-09,OCR,409,Utilization
2019-04,OCR,409,Utilization
2019-03,SISLAB,0,Azure
2019-03,SISLAB,5,Azure
2019-08,PYTHIA,20,Azure
2019-09,TMA,586,Group Technology Management
2019-08,DSW,4281,Group Technology Management
2019-07,OCR,944,Group Technology Management
2019-09,TMA,170,Group Technology Management
2019-02,SAMS,72,Group Technology Management
2019-06,LHTI,273,Swisscom
2019-08,DSW,31,Swisscom
2019-08,PYTHIA,777,Swisscom
2019-04,DSW,460,Swisscom
2019-05,SISLAB,5553,Swisscom
2019-08,PYTHIA,177,Swisscom
2019-03,DSW,1528,Swisscom
2019-05,SISLAB,5574,Swisscom
2019-05,TMA,40,Swisscom
2019-06,DATAROBOT,42,Swisscom
2019-03,TMA,0,Swisscom
2018-11,DOCSEARCH,0,Utilization
2019-09,GEORE1,0,Azure
2019-03,SISLAB,0,Azure
2019-05,SISLAB,0,Azure
2019-06,SISLAB,52,Azure
2019-05,GEORE1,0,Azure
2019-07,OCR,170,Group Technology Management
2019-05,DNA,170,Group Technology Management
2019-08,TMA,7,Azure
2019-07,GEORE1,0,Azure
2019-03,SISLAB,0,Azure
2019-08,SISLAB,0,Azure
2019-08,PYTHIA,0,Azure
2019-08,OCR,967,Swisscom
2019-04,DSW,6,Swisscom
2019-09,DATAROBOT,213,Swisscom
2019-03,DSW,596,Swisscom
2019-02,DATAROBOT,1299,Swisscom
2019-07,SISLAB,39,Swisscom
2019-07,INSIGHTSRE,73,Swisscom
2019-04,INSIGHTSRE,9,Swisscom
2018-05,DSW,0,Utilization
2019-06,SISLAB,170,Group Technology Management
2019-01,DNA,170,Group Technology Management
2019-01,GEORE1,0,Azure
2019-09,SISLAB,0,Azure
2019-01,GEORE1,1,Azure
2019-03,GEORE1,0,Azure
2019-06,SISLAB,5,Azure
2019-06,SISLAB,13,Azure
2019-08,DOCPROXY,170,Group Technology Management
2019-03,OCR,170,Group Technology Management
2019-08,INSIGHTSRE,170,Group Technology Management
2019-07,SISLAB,4435,Group Technology Management
2019-07,SAMS,23,Swisscom
2019-03,SISLAB,2064,Swisscom
2019-02,INSIGHTSRE,8353,Utilization
2018-06,DNA,4348,Utilization
2018-12,PYTHIA,244,Utilization
2019-06,PYTHIA,0,Azure
2019-06,PYTHIA,167,Azure
2019-06,GEORE1,0,Azure
2019-09,DSW,11,Swisscom
2019-09,DSC,887,Swisscom
2019-01,PYTHIA,587,Swisscom
2019-02,PYTHIA,41,Swisscom
2019-03,PYTHIA,35,Swisscom
2017-05,TMA,2861,Utilization
2018-09,PYTHIA,5012,Utilization
2019-05,SISLAB,710,Group Technology Management
2019-04,SFILE,170,Group Technology Management
2019-08,SFILE,170,Group Technology Management
2019-09,DSC,2,Group Technology Management
2019-01,SISLAB,7,Swisscom
2019-01,DSW,4,Swisscom
2019-06,SISLAB,4898,Swisscom
2019-01,SISLAB,5080,Swisscom
2019-09,SAMS,25,Swisscom
2018-09,DSW,7812,Utilization
2017-11,DSW,0,Utilization
2019-04,SISLAB,0,Azure
2019-03,SISLAB,0,Azure
2019-05,SISLAB,1,Azure
2019-09,GEORE1,3,Azure
2019-02,SISLAB,0,Azure
2019-02,GEORE1,18,Azure
2019-03,DOCPROXY,49,Group Technology Management
2019-04,OCR,170,Group Technology Management
2019-02,SISLAB,4292,Group Technology Management
2019-04,GEORE1,0,Azure
2019-04,SISLAB,0,Azure
2019-02,SISLAB,0,Azure
2019-01,SISLAB,0,Azure
2019-06,SFILE,710,Group Technology Management
2019-08,DSW,170,Group Technology Management
2019-06,GEORE1,170,Group Technology Management
2019-03,WAEXI,170,Group Technology Management
2018-09,DSW,14386,Utilization
2019-05,TMA,4891,Utilization
2017-11,OCR,817,Utilization
2019-02,SISLAB,4862,Swisscom
2019-07,DSC,183,Swisscom
2019-09,DSW,589,Swisscom
2019-05,SISLAB,20,Swisscom
2019-01,GEORE1,0,Azure
2019-05,GEORE1,0,Azure
2019-08,SISLAB,0,Azure
2019-06,GEORE1,19,Azure
2019-05,GEORE1,0,Azure
2018-07,INSIGHTSRE,10861,Utilization
2019-07,SAMS,41,Utilization
2019-03,DOCPROXY,170,Group Technology Management
2019-05,OCR,550,Group Technology Management
2019-09,DOCPROXY,356,Swisscom
2019-01,DSW,138,Swisscom
2019-02,SISLAB,1808,Swisscom
2019-03,DSW,103,Swisscom
2019-01,SISLAB,0,Azure
2019-03,SISLAB,0,Azure
2019-01,GEORE1,16,Azure
2019-07,GEORE1,0,Azure
2019-05,SISLAB,0,Azure
2019-06,OCR,277,Group Technology Management
2019-02,DOCPROXY,170,Group Technology Management
2019-07,SISLAB,170,Group Technology Management
2019-09,DSW,20,Swisscom
2019-08,TMA,255,Swisscom
2018-06,OCR,1226,Utilization
2018-12,PYTHIA,4177,Utilization
2017-11,DNA,1671,Utilization
2019-01,TMA,17,Swisscom
2019-06,INSIGHTSRE,7578,Swisscom
2019-08,PYTHIA,180,Swisscom
2019-03,TMA,56,Swisscom
2019-07,DATAROBOT,44,Swisscom
2019-01,SISLAB,0,Azure
2019-02,SISLAB,0,Azure
2019-08,INSIGHTSRE,5571,Group Technology Management
2019-01,VISREPBOXI,2146,Group Technology Management
2019-06,SISLAB,27,Group Technology Management
2018-03,DSW,10099,Utilization
2019-06,OCR,5434,Utilization
2018-08,DOCSEARCH,0,Utilization
2019-07,OCR,409,Utilization
2017-02,SAMS,204,Utilization
2019-09,DOCSEARCH,170,Group Technology Management
2019-01,OCR,277,Group Technology Management
2019-09,DOCSEARCH,170,Group Technology Management
2019-01,OCR,785,Group Technology Management
2019-01,GEORE1,0,Azure
2019-05,SISLAB,0,Azure
2017-05,OCR,12498,Utilization
2018-05,PYTHIA,9336,Utilization
2019-03,DSW,3422,Utilization
2017-01,OCR,409,Utilization
2019-09,SAMS,41,Utilization
2019-01,DOCPROXY,855,Swisscom
2019-05,DSW,35,Swisscom
2019-09,SISLAB,5,Swisscom
2019-08,PYTHIA,76,Swisscom
2019-04,INSIGHTSRE,4,Swisscom
2019-03,DATAROBOT,11,Swisscom
2019-05,PYTHIA,196,Swisscom
2019-04,DSW,311,Swisscom
2019-06,PYTHIA,81,Swisscom
2019-06,INSIGHTSRE,4,Swisscom
2019-07,PYTHIA,200,Swisscom
2019-07,DSW,81,Swisscom
2019-07,DSC,1818,Group Technology Management
2019-08,PYTHIA,170,Group Technology Management
2019-09,DOCPROXY,170,Group Technology Management
2019-01,TMA,170,Group Technology Management
2019-05,VISREPBOXI,0,Group Technology Management
2019-08,DSC,2,Group Technology Management
2018-11,DSW,4644,Utilization
2017-03,DNA,8353,Utilization
2019-04,SISLAB,0,Azure
2019-01,SISLAB,216,Azure
2019-01,SISLAB,0,Azure
2019-09,SISLAB,4,Azure
2017-11,TMA,27856,Utilization
2019-01,SAMS,9983,Utilization
2019-07,INSIGHTSRE,6682,Utilization
2017-10,DSW,0,Utilization
2019-08,TMA,2639,Utilization
2019-05,SISLAB,0,Azure
2019-01,GEORE1,0,Azure
2019-09,SISLAB,0,Azure
2019-08,GEORE1,0,Azure
2019-09,GEORE1,0,Azure
2019-04,DNA,1231,Swisscom
2019-04,PYTHIA,833,Swisscom
2019-04,SAMS,10,Swisscom
2019-04,INSIGHTSRE,752,Group Technology Management
2019-01,DNA,170,Group Technology Management
2019-03,SISLAB,170,Group Technology Management
2019-08,DNA,170,Group Technology Management
2019-06,TMA,170,Group Technology Management
2019-01,DOCPROXY,2547,Group Technology Management
2019-09,TMA,32204,Utilization
2017-06,DOCSEARCH,23509,Utilization
2017-12,OCR,817,Utilization
2018-12,SAMS,644,Utilization
2019-02,PYTHIA,170,Group Technology Management
2019-01,OCR,170,Group Technology Management
2019-03,OCR,550,Group Technology Management
2019-07,DSW,35,Swisscom
2019-03,DATAROBOT,1,Swisscom
2019-08,GEORE1,183,Azure
2019-07,SISLAB,1,Azure
2019-08,DATAROBOT,411,Group Technology Management
2019-05,DATAROBOT,411,Group Technology Management
2019-04,DOCPROXY,187,Group Technology Management
2019-01,WATSONEXP,37,Group Technology Management
2019-01,DSC,4649,Group Technology Management
2019-04,OCR,9238,Utilization
2019-02,PYTHIA,131,Swisscom
2019-04,DSW,1335,Swisscom
2019-06,SISLAB,37,Swisscom
2019-01,SISLAB,2,Swisscom
2019-07,SISLAB,11644,Swisscom
2019-06,TMA,184,Swisscom
2019-04,DSC,2449,Swisscom
2019-01,SISLAB,10,Azure
2019-04,GEORE1,0,Azure
2019-01,GEORE1,40,Azure
2018-06,OCR,20867,Utilization
2018-11,DNA,8353,Utilization
2017-05,OCR,4348,Utilization
2019-08,PYTHIA,1349,Group Technology Management
2019-01,DNA,170,Group Technology Management
2019-02,TMA,170,Group Technology Management
2019-04,OCR,170,Group Technology Management
2019-04,GEORE1,3,Azure
2019-08,DNA,1274,Swisscom
2019-07,DSW,62,Swisscom
2019-07,PYTHIA,1180,Swisscom
2019-04,PYTHIA,190,Swisscom
2019-07,DOCPROXY,993,Swisscom
2019-04,DSW,34,Swisscom
2019-06,DSC,2140,Swisscom
2019-03,SAMS,17,Swisscom
2019-02,SISLAB,10706,Swisscom
2019-08,DSC,179,Swisscom
2019-05,INSIGHTSRE,4440,Swisscom
2019-06,TMA,197,Swisscom
2019-08,TMA,20,Swisscom
2018-04,DSW,15624,Utilization
2018-01,TMA,2639,Utilization
2019-06,SISLAB,43,Azure
2019-05,SISLAB,0,Azure
2019-02,GEORE1,170,Group Technology Management
2017-03,DNA,18828,Utilization
2017-01,OCR,9781,Utilization
2019-01,TMA,2044,Utilization
2018-07,PYTHIA,6682,Utilization
2018-02,DSW,7908,Utilization
2017-11,SAMS,4026,Utilization
2017-09,DNA,2506,Utilization
2018-09,INSIGHTSRE,409,Utilization
2019-02,INSIGHTSRE,7118,Swisscom
2019-01,DSW,35,Swisscom
2019-09,INSIGHTSRE,1287,Swisscom
2019-07,SAMS,16,Swisscom
2019-04,TMA,0,Swisscom
2019-06,PYTHIA,1136,Swisscom
2019-04,TMA,140,Swisscom
2019-02,INSIGHTSRE,1762,Swisscom
2019-08,SAMS,71,Swisscom
2019-02,PYTHIA,15,Swisscom
2019-03,TMA,1459,Group Technology Management
2019-01,DSW,5962,Group Technology Management
2019-05,GEORE1,0,Azure
2017-03,DNA,45730,Utilization
2019-09,DSW,19054,Utilization
2019-05,DSW,15624,Utilization
2017-07,OCR,12498,Utilization
2018-09,PYTHIA,978,Utilization
2018-07,DOCSEARCH,0,Utilization
2018-09,PYTHIA,489,Utilization
2019-08,SISLAB,0,Azure
2019-02,SISLAB,0,Azure
2019-01,PYTHIA,759,Swisscom
